Date,Infections,Dead,Recover,Infect_by_date,inf_day,Date
20.01.2022,73298,1369,69326,2603,144.0,663.0
21.01.2022,73444,1374,69438,2632,146.0,664.0
22.01.2022,73596,1381,69542,2673,152.0,665.0
23.01.2022,73755,1386,69651,2718,159.0,666.0
24.01.2022,73925,1391,69765,2769,170.0,667.0
25.01.2022,74106,1398,69882,2826,181.0,668.0
26.01.2022,74299,1404,70009,2886,193.0,669.0
27.01.2022,74500,1410,70148,2942,201.0,670.0
28.01.2022,74712,1414,70293,3005,212.0,671.0
29.01.2022,74937,1421,70434,3082,225.0,672.0
30.01.2022,75174,1427,70590,3157,237.0,673.0
31.01.2022,75423,1432,70759,3232,249.0,674.0
01.02.2022,75680,1438,70975,3267,257.0,675.0
02.02.2022,75963,1443,71218,3302,283.0,676.0
03.02.2022,76258,1451,71487,3320,295.0,677.0
04.02.2022,76578,1457,71722,3399,320.0,678.0
05.02.2022,76947,1464,71960,3523,369.0,679.0
06.02.2022,77366,1468,72143,3755,419.0,680.0
07.02.2022,77820,1476,72357,3987,454.0,681.0
08.02.2022,78327,1481,72563,4283,507.0,682.0
09.02.2022,78864,1481,72756,4627,537.0,683.0
10.02.2022,79451,1488,72944,5019,587.0,684.0
11.02.2022,80100,1491,73125,5484,649.0,685.0
12.02.2022,80803,1499,73291,6013,703.0,686.0
13.02.2022,81563,1504,73450,6609,760.0,687.0
14.02.2022,82374,1511,73584,7279,811.0,688.0
15.02.2022,83236,1511,73735,7990,862.0,689.0
16.02.2022,84116,1518,73863,8735,880.0,690.0
17.02.2022,85041,1522,73984,9535,925.0,691.0
18.02.2022,85993,1525,74131,10337,952.0,692.0
19.02.2022,86990,1533,74294,11163,997.0,693.0
20.02.2022,88032,1538,74471,12023,1042.0,694.0
21.02.2022,89030,1543,74660,12827,998.0,695.0
22.02.2022,90001,1549,75071,13381,971.0,696.0
23.02.2022,90970,1549,75569,13852,969.0,697.0
24.02.2022,91907,1557,76140,14210,937.0,698.0
25.02.2022,92839,1562,76773,14504,932.0,699.0
26.02.2022,93764,1568,77463,14733,925.0,700.0
27.02.2022,94681,1572,78251,14858,917.0,701.0
28.02.2022,95601,1578,79153,14870,920.0,702.0
01.03.2022,96526,1583,80167,14776,925.0,703.0
02.03.2022,97443,1588,81265,14590,917.0,704.0
03.03.2022,98330,1592,82480,14258,887.0,705.0
04.03.2022,99179,1596,83689,13894,849.0,706.0
05.03.2022,99969,1603,84884,13482,790.0,707.0
06.03.2022,100720,1608,86086,13026,751.0,708.0
07.03.2022,101426,1616,87273,12537,706.0,709.0
08.03.2022,102060,1622,88432,12006,634.0,710.0
09.03.2022,102511,1628,89623,11260,451.0,711.0
10.03.2022,102744,1633,90841,10270,233.0,712.0
11.03.2022,103168,1638,91982,9548,424.0,713.0
12.03.2022,103527,1645,93237,8645,359.0,714.0
13.03.2022,103818,1651,94500,7667,291.0,715.0
14.03.2022,103988,1655,95706,6627,170.0,716.0
15.03.2022,104090,1655,97004,5431,102.0,717.0
16.03.2022,104340,1663,98318,4359,250.0,718.0
17.03.2022,104588,1668,99657,3263,248.0,719.0
18.03.2022,104834,1672,100619,2543,246.0,720.0
19.03.2022,105078,1677,101291,2110,244.0,721.0
20.03.2022,105315,1682,101837,1796,237.0,722.0
21.03.2022,105518,1687,102328,1503,203.0,723.0
22.03.2022,105675,1693,102717,1265,157.0,724.0
23.03.2022,105901,1699,103071,1131,226.0,725.0
24.03.2022,106125,1703,103434,988,224.0,726.0
25.03.2022,106324,1710,103776,838,199.0,727.0
26.03.2022,106519,1715,104095,709,195.0,728.0
27.03.2022,106669,1715,104383,571,150.0,729.0
28.03.2022,106774,1723,104425,626,105.0,730.0
29.03.2022,106802,1727,104450,625,28.0,731.0
30.03.2022,106952,1730,104471,751,150.0,732.0
31.03.2022,107097,1733,104505,859,145.0,733.0
01.04.2022,107208,1738,104537,933,111.0,734.0
02.04.2022,107314,1742,104575,997,106.0,735.0
03.04.2022,107406,1744,104590,1072,92.0,736.0
04.04.2022,107489,1750,104602,1137,83.0,737.0
05.04.2022,107568,1752,104652,1164,79.0,738.0
06.04.2022,107666,1755,104709,1202,98.0,739.0
07.04.2022,107767,1759,104763,1245,101.0,740.0
08.04.2022,107862,1761,104917,1184,95.0,741.0
09.04.2022,107953,1766,105064,1123,91.0,742.0
10.04.2022,108043,1770,105119,1154,90.0,743.0
11.04.2022,108129,1774,105212,1143,86.0,744.0
12.04.2022,108217,1777,105347,1093,88.0,745.0
13.04.2022,108306,1783,105467,1056,89.0,746.0
14.04.2022,108398,1787,105600,1011,92.0,747.0
15.04.2022,108483,1791,105740,952,85.0,748.0
16.04.2022,108564,1793,105933,838,81.0,749.0
17.04.2022,108654,1798,106107,749,90.0,750.0
18.04.2022,108745,1802,106168,775,91.0,751.0
19.04.2022,108831,1807,106255,769,86.0,752.0
20.04.2022,108916,1810,106425,681,85.0,753.0
21.04.2022,108987,1810,106555,622,71.0,754.0
22.04.2022,109049,1810,106645,594,62.0,755.0
23.04.2022,109105,1810,106738,557,56.0,756.0
24.04.2022,109160,1811,106787,562,55.0,757.0
25.04.2022,109213,1813,106845,555,53.0,758.0
26.04.2022,109265,1815,106940,510,52.0,759.0
27.04.2022,109327,1816,107005,506,62.0,760.0
28.04.2022,109386,1817,107066,503,59.0,761.0
29.04.2022,109444,1820,107153,471,58.0,762.0
30.04.2022,109504,1822,107230,452,60.0,763.0
01.05.2022,109559,1823,107257,479,55.0,764.0
02.05.2022,109605,1824,107304,477,46.0,765.0
03.05.2022,109644,1825,107344,475,39.0,766.0
04.05.2022,109677,1827,107388,462,33.0,767.0
05.05.2022,109706,1827,107468,411,29.0,768.0
06.05.2022,109744,1830,107508,406,38.0,769.0
07.05.2022,109784,1831,107559,394,40.0,770.0
08.05.2022,109821,1831,107597,393,37.0,771.0
09.05.2022,109855,1831,107635,389,34.0,772.0
10.05.2022,109890,1832,107671,387,35.0,773.0
11.05.2022,109924,1833,107709,382,34.0,774.0
12.05.2022,109960,1833,107752,375,36.0,775.0
13.05.2022,109998,1833,107832,333,38.0,776.0
14.05.2022,110036,1835,107909,292,38.0,777.0
15.05.2022,110077,1836,107930,311,41.0,778.0
16.05.2022,110120,1836,107957,327,43.0,779.0
17.05.2022,110162,1838,108010,314,42.0,780.0
18.05.2022,110207,1838,108067,302,45.0,781.0
19.05.2022,110252,1839,108092,321,45.0,782.0
20.05.2022,110288,1839,108139,310,36.0,783.0
21.05.2022,110312,1840,108168,304,24.0,784.0
22.05.2022,110350,1840,108181,329,38.0,785.0
23.05.2022,110385,1840,108226,319,35.0,786.0
24.05.2022,110415,1841,108258,316,30.0,787.0
25.05.2022,110450,1841,108278,331,35.0,788.0
26.05.2022,110479,1842,108318,319,29.0,789.0
27.05.2022,110511,1843,108373,295,32.0,790.0
28.05.2022,110547,1843,108434,270,36.0,791.0
29.05.2022,110586,1844,108483,259,39.0,792.0
30.05.2022,110621,1844,108520,257,35.0,793.0
31.05.2022,110649,1845,108540,264,28.0,794.0
01.06.2022,110684,1846,108595,243,35.0,795.0
02.06.2022,110709,1846,108605,258,25.0,796.0
03.06.2022,110738,1846,108651,241,29.0,797.0
04.06.2022,110765,1846,108686,233,27.0,798.0
05.06.2022,110791,1846,108718,227,26.0,799.0
06.06.2022,110801,1846,108728,227,10.0,800.0
07.06.2022,110808,1847,108737,224,7.0,801.0
08.06.2022,110832,1847,108762,223,24.0,802.0
09.06.2022,110859,1848,108791,220,27.0,803.0
10.06.2022,110882,1849,108819,214,23.0,804.0
11.06.2022,110902,1850,108841,211,20.0,805.0
12.06.2022,110921,1851,108853,217,19.0,806.0
13.06.2022,110938,1852,108870,216,17.0,807.0
14.06.2022,110953,1853,108883,217,15.0,808.0
15.06.2022,110967,1854,108901,212,14.0,809.0
16.06.2022,110991,1854,108922,215,24.0,810.0
17.06.2022,111013,1854,108957,202,22.0,811.0
18.06.2022,111032,1855,108975,202,19.0,812.0
19.06.2022,111049,1855,108995,199,17.0,813.0
20.06.2022,111063,1856,109012,195,14.0,814.0
21.06.2022,111076,1857,109027,192,13.0,815.0
22.06.2022,111093,1858,109051,184,17.0,816.0
23.06.2022,111113,1860,109076,177,20.0,817.0
24.06.2022,111132,1861,109086,185,19.0,818.0
25.06.2022,111152,1861,109105,186,20.0,819.0
26.06.2022,111172,1862,109126,184,20.0,820.0
27.06.2022,111191,1862,109141,188,19.0,821.0
28.06.2022,111208,1863,109156,189,17.0,822.0
29.06.2022,111227,1864,109181,182,19.0,823.0
30.06.2022,111245,1864,109193,188,18.0,824.0
01.07.2022,111264,1865,109218,181,19.0,825.0
02.07.2022,111283,1866,109246,171,19.0,826.0
03.07.2022,111304,1866,109266,172,21.0,827.0
04.07.2022,111324,1867,109281,176,20.0,828.0
05.07.2022,111343,1868,109304,171,19.0,829.0
06.07.2022,111360,1868,109311,181,17.0,830.0
07.07.2022,111380,1868,109319,193,20.0,831.0
08.07.2022,111402,1869,109339,194,22.0,832.0
10.07.2022,111442,1871,109384,187,40.0,834.0
11.07.2022,111458,1871,109399,188,16.0,835.0
12.07.2022,111473,1872,109419,182,15.0,836.0
13.07.2022,111492,1872,109449,171,19.0,837.0
14.07.2022,111512,1873,109464,175,20.0,838.0
15.07.2022,111532,1873,109498,161,20.0,839.0
16.07.2022,111554,1873,109523,158,22.0,840.0
17.07.2022,111575,1874,109540,161,21.0,841.0
18.07.2022,111592,1874,109555,163,17.0,842.0
19.07.2022,111607,1875,109568,164,15.0,843.0
20.07.2022,111625,1875,109587,163,18.0,844.0
21.07.2022,111646,1876,109597,173,21.0,845.0
22.07.2022,111668,1877,109605,186,22.0,846.0
23.07.2022,111694,1878,109605,211,26.0,847.0
24.07.2022,111724,1878,109605,241,30.0,848.0
25.07.2022,111754,1878,109630,246,30.0,849.0
26.07.2022,111783,1879,109650,254,29.0,850.0
27.07.2022,111818,1879,109684,255,35.0,851.0
28.07.2022,111857,1880,109704,273,39.0,852.0
29.07.2022,111897,1881,109739,277,40.0,853.0
30.07.2022,111945,1881,109782,282,48.0,854.0
31.07.2022,111992,1882,109826,284,47.0,855.0
01.08.2022,112029,1882,109866,281,37.0,856.0
02.08.2022,112059,1883,109876,300,30.0,857.0
03.08.2022,112097,1883,109889,325,38.0,858.0
04.08.2022,112144,1883,109906,355,47.0,859.0
05.08.2022,112199,1883,109918,398,55.0,860.0
06.08.2022,112256,1884,109951,421,57.0,861.0
07.08.2022,112322,1884,109993,445,66.0,862.0
08.08.2022,112394,1885,110040,469,72.0,863.0
09.08.2022,112464,1885,110065,514,70.0,864.0
10.08.2022,112535,1885,110122,528,71.0,865.0
11.08.2022,112612,1886,110170,556,77.0,866.0
12.08.2022,112690,1886,110203,601,78.0,867.0
13.08.2022,112783,1886,110282,615,93.0,868.0
14.08.2022,112871,1886,110332,653,88.0,869.0
15.08.2022,112966,1887,110373,706,95.0,870.0
16.08.2022,113070,1887,110450,733,104.0,871.0
17.08.2022,113180,1888,110511,781,110.0,872.0
18.08.2022,113307,1888,110590,829,127.0,873.0
19.08.2022,113453,1889,110678,886,146.0,874.0
20.08.2022,113621,1889,110769,963,168.0,875.0
21.08.2022,113791,1890,110816,1085,170.0,876.0
22.08.2022,113966,1891,110899,1176,175.0,877.0
23.08.2022,114150,1892,111072,1186,184.0,878.0
24.08.2022,114339,1892,111193,1254,189.0,879.0
25.08.2022,114532,1892,111333,1307,193.0,880.0
26.08.2022,114731,1892,111466,1373,199.0,881.0
27.08.2022,114929,1893,111589,1447,198.0,882.0
28.08.2022,115124,1893,111734,1497,195.0,883.0
29.08.2022,115304,1894,111884,1526,180.0,884.0
30.08.2022,115367,1894,112078,1395,63.0,885.0
31.08.2022,115551,1894,112240,1417,184.0,886.0
01.09.2022,115748,1895,112414,1439,197.0,887.0
02.09.2022,115959,1895,112554,1510,211.0,888.0
03.09.2022,116191,1896,112706,1589,232.0,889.0
04.09.2022,116440,1896,112811,1733,249.0,890.0
05.09.2022,116681,1897,112913,1871,241.0,891.0
06.09.2022,116933,1897,113046,1990,252.0,892.0
07.09.2022,117192,1898,113193,2101,259.0,893.0
08.09.2022,117442,1898,113354,2190,250.0,894.0
09.09.2022,117667,1898,113554,2215,225.0,895.0
10.09.2022,117894,1899,113796,2199,227.0,896.0
11.09.2022,118128,1899,113996,2233,234.0,897.0
12.09.2022,118371,1900,114196,2275,243.0,898.0
13.09.2022,118627,1901,114556,2170,256.0,899.0
14.09.2022,118885,1901,114964,2020,258.0,900.0
15.09.2022,119149,1902,115368,1879,264.0,901.0
16.09.2022,119416,1902,115669,1845,267.0,902.0
17.09.2022,119689,1904,115909,1876,273.0,903.0
18.09.2022,119980,1904,116010,2066,291.0,904.0
19.09.2022,120278,1905,116313,2060,298.0,905.0
20.09.2022,120583,1906,116578,2099,305.0,906.0
21.09.2022,120892,1908,116756,2228,309.0,907.0
22.09.2022,121222,1909,117349,1964,330.0,908.0
23.09.2022,121558,1909,117831,1818,336.0,909.0
24.09.2022,121897,1910,118232,1755,339.0,910.0
25.09.2022,122222,1911,118532,1779,325.0,911.0
26.09.2022,122428,1911,118732,1785,206.0,912.0
27.09.2022,122586,1912,118993,1681,158.0,913.0
28.09.2022,122835,1912,119171,1752,249.0,914.0
29.09.2022,123009,1913,119311,1785,174.0,915.0
30.09.2022,123179,1914,119534,1731,170.0,916.0
01.10.2022,123347,1915,119745,1687,168.0,917.0
02.10.2022,123495,1916,119969,1610,148.0,918.0
03.10.2022,123556,1917,120269,1370,61.0,919.0
04.10.2022,123598,1917,120439,1242,42.0,920.0
05.10.2022,123683,1918,120642,1123,85.0,921.0
06.10.2022,123777,1919,120827,1031,94.0,922.0
07.10.2022,123884,1920,120977,987,107.0,923.0
08.10.2022,123985,1921,121080,984,101.0,924.0
09.10.2022,124082,1921,121206,955,97.0,925.0
10.10.2022,124173,1922,121319,932,91.0,926.0
11.10.2022,124254,1923,121432,899,81.0,927.0
12.10.2022,124342,1924,121523,895,88.0,928.0
13.10.2022,124424,1925,121627,872,82.0,929.0
14.10.2022,124498,1926,121720,852,74.0,930.0
15.10.2022,124563,1927,121796,840,65.0,931.0
16.10.2022,124611,1928,121996,687,48.0,932.0
17.10.2022,124636,1929,122082,625,25.0,933.0
18.10.2022,124646,1930,122172,544,10.0,934.0
19.10.2022,124687,1930,122231,526,41.0,935.0
20.10.2022,124730,1931,122276,523,43.0,936.0
21.10.2022,124768,1931,122332,505,38.0,937.0
22.10.2022,124810,1931,122395,484,42.0,938.0
23.10.2022,124849,1932,122495,422,39.0,939.0
24.10.2022,124886,1933,122565,388,37.0,940.0
25.10.2022,124921,1933,122648,340,35.0,941.0
26.10.2022,124960,1933,122723,304,39.0,942.0
27.10.2022,124997,1933,122750,314,37.0,943.0
28.10.2022,125025,1934,122777,314,28.0,944.0
29.10.2022,125054,1934,122815,305,29.0,945.0
30.10.2022,125079,1935,122834,310,25.0,946.0
31.10.2022,125099,1935,122845,319,20.0,947.0
01.11.2022,125115,1936,122876,303,16.0,948.0
02.11.2022,125133,1936,122912,285,18.0,949.0
03.11.2022,125156,1937,122942,277,23.0,950.0
04.11.2022,125183,1937,122960,286,27.0,951.0
05.11.2022,125204,1938,123010,256,21.0,952.0
06.11.2022,125219,1938,123034,247,15.0,953.0
07.11.2022,125229,1939,123054,236,10.0,954.0
08.11.2022,125235,1939,123072,224,6.0,955.0
09.11.2022,125252,1940,123086,226,17.0,956.0
10.11.2022,125274,1940,123107,227,22.0,957.0
11.11.2022,125295,1940,123122,233,21.0,958.0
12.11.2022,125312,1941,123135,236,17.0,959.0
13.11.2022,125328,1941,123140,247,16.0,960.0
14.11.2022,125343,1941,123142,260,15.0,961.0
15.11.2022,125355,1942,123157,256,12.0,962.0
16.11.2022,125374,1942,123170,262,19.0,963.0
17.11.2022,125394,1943,123200,251,20.0,964.0
18.11.2022,125412,1943,123222,247,18.0,965.0
19.11.2022,125426,1944,123231,251,14.0,966.0
20.11.2022,125435,1945,123259,231,9.0,967.0
21.11.2022,125444,1945,123266,233,9.0,968.0
22.11.2022,125456,1946,123286,224,12.0,969.0
23.11.2022,125471,1946,123298,227,15.0,970.0
24.11.2022,125485,1946,123304,235,14.0,971.0
25.11.2022,125497,1947,123313,237,12.0,972.0
26.11.2022,125511,1947,123329,235,14.0,973.0
27.11.2022,125522,1948,123334,240,11.0,974.0
28.11.2022,125529,1948,123340,241,7.0,975.0
29.11.2022,125533,1949,123357,227,4.0,976.0
30.11.2022,125547,1949,123368,230,14.0,977.0
01.12.2022,125564,1950,123376,238,17.0,978.0
02.12.2022,125580,1950,123383,247,16.0,979.0
03.12.2022,125594,1951,123396,247,14.0,980.0
04.12.2022,125606,1951,123406,249,12.0,981.0
05.12.2022,125619,1951,123414,254,13.0,982.0
06.12.2022,125635,1951,123439,245,16.0,983.0
07.12.2022,125654,1951,123448,255,19.0,984.0
08.12.2022,125677,1951,123460,266,23.0,985.0
09.12.2022,125699,1951,123475,273,22.0,986.0
10.12.2022,125716,1951,123498,267,17.0,987.0
11.12.2022,125730,1952,123507,271,14.0,988.0
12.12.2022,125743,1952,123513,278,13.0,989.0
13.12.2022,125756,1952,123531,273,13.0,990.0
14.12.2022,125774,1952,123549,273,18.0,991.0
15.12.2022,125787,1953,123566,268,13.0,992.0
16.12.2022,125801,1953,123578,270,14.0,993.0
17.12.2022,125816,1953,123599,264,15.0,994.0
18.12.2022,125830,1953,123651,226,14.0,995.0
19.12.2022,125838,1953,123659,226,8.0,996.0
20.12.2022,125840,1953,123673,214,2.0,997.0
21.12.2022,125852,1953,123682,217,12.0,998.0
22.12.2022,125866,1953,123695,218,14.0,999.0
23.12.2022,125880,1953,123701,226,14.0,1000.0
24.12.2022,125889,1953,123709,227,9.0,1001.0
25.12.2022,125894,1958,123718,218,5.0,1002.0
26.12.2022,125897,1958,123728,211,3.0,1003.0
27.12.2022,125898,1958,123740,200,1.0,1004.0
28.12.2022,125908,1958,123753,197,10.0,1005.0
29.12.2022,125914,1958,123761,195,6.0,1006.0
30.12.2022,125922,1959,123776,187,8.0,1007.0
31.12.2022,125928,1959,123784,185,6.0,1008.0
01.01.2023,125931,1959,123794,178,3.0,1009.0
02.01.2023,125933,1959,123805,169,2.0,1010.0
03.01.2023,125935,1960,123818,157,2.0,1011.0
04.01.2023,125938,1960,123828,150,3.0,1012.0
05.01.2023,125939,1960,123836,143,1.0,1013.0
06.01.2023,125941,1961,123843,137,2.0,1014.0
07.01.2023,125942,1961,123849,132,1.0,1015.0
08.01.2023,125943,1961,123854,128,1.0,1016.0
09.01.2023,125944,1961,123860,123,1.0,1017.0
10.01.2023,125944,1961,123868,115,0.0,1018.0
11.01.2023,125948,1961,123873,114,4.0,1019.0
12.01.2023,125955,1961,123879,115,7.0,1020.0
13.01.2023,125964,1961,123889,114,9.0,1021.0
14.01.2023,125974,1961,123902,111,10.0,1022.0
15.01.2023,125984,1961,123912,111,10.0,1023.0
16.01.2023,125991,1961,123920,110,7.0,1024.0
17.01.2023,125996,1961,123927,108,5.0,1025.0
18.01.2023,126004,1961,123933,110,8.0,1026.0
19.01.2023,126013,1961,123938,114,9.0,1027.0
20.01.2023,126024,1961,123941,122,11.0,1028.0
21.01.2023,126039,1961,123952,126,15.0,1029.0
22.01.2023,126053,1961,123954,138,14.0,1030.0
23.01.2023,126063,1961,123957,145,10.0,1031.0
24.01.2023,126071,1961,123966,144,8.0,1032.0
25.01.2023,126082,1961,123980,141,11.0,1033.0
26.01.2023,126095,1961,123987,147,13.0,1034.0
27.01.2023,126110,1961,123999,150,15.0,1035.0
28.01.2023,126127,1961,124001,165,17.0,1036.0
29.01.2023,126139,1961,124002,176,12.0,1037.0
30.01.2023,126148,1961,124003,184,9.0,1038.0
31.01.2023,126154,1962,124014,178,6.0,1039.0
01.02.2023,126170,1962,124030,178,16.0,1040.0
02.02.2023,126190,1962,124045,183,20.0,1041.0
03.02.2023,126215,1962,124060,193,25.0,1042.0
04.02.2023,126238,1963,124074,201,23.0,1043.0
05.02.2023,126265,1963,124074,228,27.0,1044.0
06.02.2023,126287,1963,124096,228,22.0,1045.0
07.02.2023,126302,1963,124097,242,15.0,1046.0
08.02.2023,126324,1963,124127,234,22.0,1047.0
09.02.2023,126349,1963,124139,247,25.0,1048.0
10.02.2023,126375,1963,124171,241,26.0,1049.0
11.02.2023,126410,1963,124203,244,35.0,1050.0
12.02.2023,126446,1963,124213,270,36.0,1051.0
13.02.2023,126475,1963,124223,289,29.0,1052.0
14.02.2023,126504,1963,124257,284,29.0,1053.0
15.02.2023,126541,1963,124280,298,37.0,1054.0
16.02.2023,126580,1964,124309,307,39.0,1055.0
17.02.2023,126620,1964,124354,302,40.0,1056.0
18.02.2023,126665,1964,124384,317,45.0,1057.0
19.02.2023,126706,1964,124392,350,41.0,1058.0
20.02.2023,126753,1964,124402,387,47.0,1059.0
21.02.2023,126800,1965,124465,370,47.0,1060.0
22.02.2023,126849,1965,124486,398,49.0,1061.0
23.02.2023,126899,1965,124528,406,50.0,1062.0
24.02.2023,126938,1965,124547,426,39.0,1063.0
25.02.2023,126955,1965,124552,438,17.0,1064.0
26.02.2023,126974,1965,124555,454,19.0,1065.0
27.02.2023,126992,1965,124557,470,18.0,1066.0
28.02.2023,127009,1965,124623,421,17.0,1067.0
01.03.2023,127057,1965,124690,402,48.0,1068.0
02.03.2023,127115,1965,124720,430,58.0,1069.0
03.03.2023,127168,1965,124742,461,53.0,1070.0
04.03.2023,127227,1965,124759,503,59.0,1071.0
05.03.2023,127285,1965,124809,511,58.0,1072.0
06.03.2023,127332,1965,124833,534,47.0,1073.0
07.03.2023,127360,1965,124879,516,28.0,1074.0
08.03.2023,127392,1965,124928,499,32.0,1075.0
09.03.2023,127429,1965,124969,495,37.0,1076.0
10.03.2023,127465,1965,125023,477,36.0,1077.0
11.03.2023,127510,1965,125078,467,45.0,1078.0
12.03.2023,127559,1965,125093,501,49.0,1079.0
13.03.2023,127596,1965,125127,504,37.0,1080.0
14.03.2023,127620,1965,125176,479,24.0,1081.0
15.03.2023,127669,1965,125236,468,49.0,1082.0
16.03.2023,127723,1965,125251,507,54.0,1083.0
17.03.2023,127786,1965,125284,537,63.0,1084.0
18.03.2023,127857,1965,125327,565,71.0,1085.0
19.03.2023,127922,1965,125337,620,65.0,1086.0
20.03.2023,127971,1965,125371,635,49.0,1087.0
21.03.2023,128001,1965,125458,578,30.0,1088.0
22.03.2023,128048,1966,125512,570,47.0,1089.0
23.03.2023,128108,1966,125554,588,60.0,1090.0
24.03.2023,128171,1966,125618,587,63.0,1091.0
25.03.2023,128236,1966,125664,606,65.0,1092.0
26.03.2023,128298,1966,125679,653,62.0,1093.0
27.03.2023,128344,1966,125684,694,46.0,1094.0
28.03.2023,128374,1966,125756,652,30.0,1095.0
29.03.2023,128419,1966,125771,682,45.0,1096.0
30.03.2023,128472,1967,125832,673,53.0,1097.0
31.03.2023,128513,1967,125889,657,41.0,1098.0
01.04.2023,128587,1967,125962,658,74.0,1099.0
02.04.2023,128630,1967,126042,621,43.0,1100.0
03.04.2023,128649,1967,126085,597,19.0,1101.0
04.04.2023,128660,1967,126156,537,11.0,1102.0
05.04.2023,128695,1968,126240,487,35.0,1103.0
06.04.2023,128741,1969,126319,453,46.0,1104.0
07.04.2023,128788,1969,126398,421,47.0,1105.0
08.04.2023,128829,1969,126486,374,41.0,1106.0
09.04.2023,128866,1969,126511,386,37.0,1107.0
10.04.2023,128897,1969,126551,377,31.0,1108.0
11.04.2023,128922,1969,126594,359,25.0,1109.0
12.04.2023,128959,1969,126629,361,37.0,1110.0
13.04.2023,129002,1969,126664,369,43.0,1111.0
14.04.2023,129054,1969,126695,390,52.0,1112.0
15.04.2023,129108,1969,126728,411,54.0,1113.0
16.04.2023,129152,1969,126754,429,44.0,1114.0
17.04.2023,129182,1969,126778,435,30.0,1115.0
18.04.2023,129202,1970,126841,391,20.0,1116.0
19.04.2023,129234,1970,126892,372,32.0,1117.0
20.04.2023,129265,1970,126952,343,31.0,1118.0
21.04.2023,129298,1970,126974,354,33.0,1119.0
22.04.2023,129335,1971,127002,362,37.0,1120.0
23.04.2023,129363,1972,127035,356,28.0,1121.0
24.04.2023,129390,1972,127064,354,27.0,1122.0
25.04.2023,129411,1973,127089,349,21.0,1123.0
26.04.2023,129441,1973,127121,347,30.0,1124.0
27.04.2023,129475,1974,127150,351,34.0,1125.0
28.04.2023,129512,1974,127181,357,37.0,1126.0
29.04.2023,129554,1974,127217,363,42.0,1127.0
30.04.2023,129592,1975,127287,330,38.0,1128.0
01.05.2023,129618,1976,127313,329,26.0,1129.0
02.05.2023,129629,1976,127343,310,11.0,1130.0
03.05.2023,129639,1976,127378,285,10.0,1131.0
04.05.2023,129662,1977,127439,246,23.0,1132.0
05.05.2023,129698,1977,127480,241,36.0,1133.0
06.05.2023,129738,1977,127508,253,40.0,1134.0
07.05.2023,129762,1977,127510,275,24.0,1135.0
08.05.2023,129780,1977,127510,293,18.0,1136.0
09.05.2023,129794,1977,127515,302,14.0,1137.0
10.05.2023,129807,1977,127520,310,13.0,1138.0
11.05.2023,129818,1977,127557,284,11.0,1139.0
12.05.2023,129834,1977,127614,243,16.0,1140.0
13.05.2023,129849,1977,127647,225,15.0,1141.0
14.05.2023,129869,1977,127660,232,20.0,1142.0
15.05.2023,129887,1977,127665,245,18.0,1143.0
23.05.2023,130004,1977,127792,235,117.0,1151.0
30.05.2023,130080,1977,127910,193,76.0,1158.0
06.06.2023,130148,1978,128067,103,68.0,1165.0
13.06.2023,130171,1980,128094,97,23.0,1172.0
20.06.2023,130182,1980,128117,85,11.0,1179.0
27.06.2023,130209,1980,128147,82,27.0,1186.0
