,0
0,-29.74354239636196
1,-36.902975480596325
2,-35.16283534488051
3,-39.43909168672908
4,-40.71853179049979
5,-41.99855065019026
6,-43.27867925635425
7,-44.558829583473546
8,-45.83898444243444
9,-46.11914046223639
10,-44.39929740155487
11,-49.67945661335
12,-48.95962357172839
13,-52.23981361803728
14,-53.52007380150112
15,-54.80053041563465
16,-51.08150270742447
17,-57.36357986678278
18,-52.64833516084882
19,-54.93793294710977
20,-56.23652991525533
21,-57.55029894472436
22,-61.88734839977462
23,-57.25923104292252
24,-60.666180784652
25,-64.10740289081667
26,-65.5691292944932
27,-56.01471562131768
28,-60.372502659295094
29,-56.583407830381375
30,-60.58410706373462
31,-71.33338333767932
32,-61.815718968094046
33,-69.04706666643752
34,-72.07748471127948
35,-51.97790546641241
36,-57.78941138156274
37,-74.57156438909982
38,-57.38731857266853
39,-63.22869688195719
40,-58.10724246500263
41,-48.013618162124786
42,-67.93561642720326
43,-58.8763710314242
44,-59.82515446868257
45,-54.7783921237548
46,-63.73288777950941
47,-62.68887158435689
48,-58.64556283944722
49,-55.60237701131547
50,-55.559038664916
51,-55.51572365657833
52,-47.47264586745487
53,-64.42849108709055
54,-41.386344455125794
55,-55.342390972345115
56,-44.29948719660314
57,-51.25561228158885
58,-48.21212486585607
59,-58.16833803589897
60,-53.12645112622313
61,-32.08719087097721
62,-22.047632019517593
63,-32.00603267535334
64,-14.967055241994842
65,-10.925339796854416
66,-50.879457020647976
67,-29.847246816781208
68,38.17410322714511
69,-8.772434760114194
70,-41.718113963977885
71,-4.680042581994158
72,-36.637576100405255
73,-36.61232319321472
74,-13.619406159306706
75,-14.652445522583136
76,36.26698646106041
77,26.25318757886039
78,31.279708445226902
79,24.35710447525142
80,-10.526272283937217
81,21.55728953577595
82,-22.327874699993117
83,-32.256578391086705
84,21.77054395510727
85,21.824352498344325
86,1.9056517509496302
87,-12.012641944359942
88,-28.94293749295086
89,-3.891202366701066
90,-35.83471719645031
91,-27.788780327814763
92,-14.746620968554069
93,-17.70200313445997
94,-37.65609220077479
95,0.3818721957649558
96,-27.570075904360493
97,-15.525546431104729
98,-37.47764950056039
99,-21.433951517319883
100,-46.386957833517144
101,-34.343489007623106
102,-45.29875168680309
103,-44.25513077738995
104,-37.212039702896334
105,-46.167522692718464
106,-56.12315421856418
107,-41.08048094504731
108,-60.03602793038041
109,-37.994329934584385
110,-35.95127160658801
111,-44.90673919585524
112,-53.86238487805909
113,-41.81952205988259
114,-52.77519081542357
115,-55.7313921598158
116,-54.68826087073549
117,-39.64659192856962
118,-23.604856935959177
119,-51.55871103728697
120,-43.515477949126634
121,-35.472431542873295
122,-56.427198325232325
123,-58.38373837601105
124,-31.343011314546175
125,-29.300314003603916
126,-38.255865903191264
127,-35.21232008278476
128,-34.16818166974444
129,-70.12183145130125
130,-67.07835112126301
131,-41.036515153934076
132,-50.99253333894873
133,-51.94893027460496
134,-50.90567201579181
135,-37.86318807671941
136,-49.81884755899341
137,-51.775351567282215
138,-33.73357258205424
139,-38.690102001584165
140,-31.64741768932312
141,-36.6037501182073
142,-23.561357785911895
143,-45.515426622972356
144,-43.471871101673514
145,-33.42944839341587
146,-35.386002804681794
147,-34.34267538785308
148,-36.29933425877185
149,-20.257472294028304
150,-46.2112604550904
151,-29.16886208239069
152,-42.12411721227933
153,-40.080483152264605
154,-46.036420285560894
155,-47.99277315006789
156,-37.94980994925328
157,-66.90464324856627
158,-45.86220337469439
159,-46.81886513266602
160,-43.77574485491384
161,-35.73289107713194
162,-48.68840590803923
163,-44.64504254522157
164,-48.60128189371791
165,-49.557760242750035
166,-42.51474218917109
167,-51.47088553336532
168,-31.429044464399823
169,-37.385035865601324
170,-48.34048301672652
171,-55.29648835845923
172,-50.25334222941781
173,-40.210667407024545
174,-42.16726978992986
175,-35.12465572419602
176,-27.082228833804805
177,-30.038230755275762
178,-44.993121494446044
179,-45.949390106429405
180,-43.906146210477004
181,-36.86356218015135
182,-24.821677725887724
183,-27.777912041074785
184,-31.73351168942807
185,-54.68816878001235
186,-34.645993600851526
187,-38.60251178817491
188,-30.560237546799044
189,-20.518722135690496
190,-19.476100144977906
191,-18.43343768587441
192,-10.391604611560425
193,-18.346369302746027
194,-19.301863964791508
195,-31.256840286336015
196,-23.21686706862343
197,-12.185707464113591
198,-5.172964435586522
199,-7.198936986433111
200,-4.342964466798591
201,-4.759383435584709
202,-3.856269351205384
203,2.5298867782802006
204,8.97920634175776
205,6.520584973569399
206,9.592185803277388
207,-8.152912019396084
208,-1.0933020979709909
209,-6.874823598644284
210,1.1264610248840512
211,-0.11657923895810995
212,-1.35852994569656
213,-2.0734152950797977
214,3.4861227826515773
215,2.2290616822796494
216,-2.953567108437653
217,3.8758893129432295
218,5.717168047341218
219,3.5557087299065984
220,6.365135740384474
221,12.133109828157643
222,5.871751238134806
223,3.5036128652064775
224,11.912548011680585
225,12.158365333642934
226,-31.791976111518593
227,6.700074872548285
228,0.5034494177459976
229,-1.69342218908605
230,0.03575105537348122
231,-2.3734484184433597
232,-8.295673459229448
233,-0.9277709042072217
234,7.72074304057486
235,4.086516031412486
236,1.6626481379270786
237,-0.6916957111888848
238,4.977212772629429
239,2.6589670640515806
240,4.343788386465832
241,5.029864569634384
242,9.715814398917246
243,12.402359919861283
244,14.089226892530462
245,18.775887266384046
246,28.462456145666295
247,27.149912511484047
248,27.837355615110567
249,27.524850043778798
250,31.212250533023564
251,30.90091155816492
252,29.599514782966708
253,-13.355914132884777
254,-63.88346203915205
255,-30.826853068446894
256,19.292456197027434
257,-45.58767527895293
258,-20.467808629031765
259,11.652057909492896
260,9.771923776792278
261,7.891788194532353
262,27.01164949531153
263,37.13151108515149
264,34.251374765028004
265,51.37123948144216
266,68.49110593095412
267,69.6109732080235
268,67.7308406413382
269,70.85070810195185
270,87.97057556791987
271,113.09044303487423
272,86.21031050191459
273,94.33017796895717
274,66.45004543600146
275,63.56991290304893
276,60.689780370112885
277,60.809647837241585
278,56.92951530927775
279,-32.86777469880582
280,-40.63111255973445
281,27.282055186600303
282,67.1701052694959
283,16.90011488547941
284,63.58625461615003
285,82.27365336152269
286,-12.032086162636858
287,3.6528663512149535
288,25.337462301404685
289,59.023844918131175
290,48.71146268105437
291,64.39880364683069
292,18.087511205580967
293,92.77361386619631
294,2.463907307701845
295,89.14869705125363
296,27.841836429844534
297,0.5986972324572548
298,14.566020243014265
299,-48.50121172224195
300,15.024243384575072
301,-11.042952184639006
302,16.740834970954467
303,-35.00833639519455
304,19.971724883811007
305,-60.541804000332874
306,-25.732985829003695
307,11.996155796055987
308,46.770439897446195
309,25.666133399715235
310,40.60515743790485
311,-8.327650610501166
312,-78.61191096422914
313,-19.868177004988553
314,2.9963774054797767
315,42.8270425709422
316,-10.793169931767011
317,14.027317108456941
318,-25.50420962579615
319,16.44319171143846
320,11.917593350034991
321,1.042897414516787
322,50.647240329273615
323,46.71193786871629
324,40.1537991773344
325,-5.086509909867786
326,-3.991775969278052
327,6.685027167148171
328,50.38972433375113
329,26.024658701663157
330,49.551058949118385
331,45.67228036811835
332,52.3121033162774
333,-8.61408141717989
334,0.6754308985872086
335,9.747281508192323
336,12.752779883083704
337,33.6603626827086
338,31.61553324667274
339,36.598391013361116
340,26.65867193566686
341,29.697440693636175
342,27.743696133643603
343,34.7772700208956
344,31.86754696393715
345,35.98452778659959
346,27.168487836441713
347,-8.664209271079812
348,-27.607003790021267
349,13.402878095250195
350,32.372236816767824
351,35.375372750425775
352,33.43104488572783
353,30.52664590177718
354,-9.354807262864512
355,4.692111474322786
356,6.734964577563993
357,11.776095537142503
358,8.820855190048775
359,7.8653293102245385
360,6.9097441649171145
361,1.9544842765408177
362,11.993289759571468
363,15.034701886184465
364,8.082015678441273
365,10.126848148281965
366,-14.823281344910981
367,-9.780522198837538
368,6.256310928595674
369,16.28498155010258
370,28.303877726616406
371,30.341524300092416
372,20.404985069527413
373,18.463101507715017
374,-9.477017701076313
375,-10.432114978194903
376,-16.38818121108625
377,6.650663545553705
378,9.692308033226887
379,6.736870822511335
380,5.781504632795851
381,-11.171459903995263
382,-1.1292005389555229
383,-9.08493540302861
384,9.953380309810115
385,12.994535772398791
386,11.038977365840736
387,9.08449131635745
388,-10.8671993051083
389,-4.8242746319386285
390,-0.7816107892673401
391,-0.7386052560340133
392,9.301248845313083
393,18.34128888174235
394,-8.606803116757767
395,-14.562232543575611
396,-7.519622730403896
397,5.52081924322286
398,9.561554594508777
399,12.599926524967096
400,30.627836968615334
401,17.683250214633226
402,9.735528947135876
403,-8.21532119781638
404,-24.170404998536554
405,-10.127781496032469
406,-19.08374832639842
407,-2.0419081444964675
408,-5.997988517997513
409,-6.954362432919488
410,-7.910793604957725
411,-3.8676987060551653
412,-26.822627749308054
413,-1.7812537503983918
414,6.260272705491282
415,8.30332599431766
416,-7.650206591592877
417,0.39237998594094137
418,-4.563369155731465
419,-23.518478419237987
420,-20.475132760019186
421,-6.4326135968694445
422,-25.38801285729238
423,-33.34434932725135
424,-7.302149917256898
425,-8.258661625898483
426,-6.215398417615262
427,-5.171985321598328
428,-23.127331485068936
429,-23.083843883491603
430,-38.04006173309002
431,-10.997537969422396
432,-14.95385309423444
433,-12.910498134236555
434,-16.866811418935683
435,-18.82325297299299
436,-18.77978604845091
437,-24.736121858709176
438,-14.693064775210225
439,-12.649737886013988
440,-9.6064915992661
441,-7.563180447206179
442,-13.519299869353041
443,-12.475885372426013
444,-12.43243347994477
445,-8.389263997167085
446,-4.346208416578342
447,0.6965545256581578
448,5.739090183776511
449,1.7825785930156925
450,6.816965547366273
451,11.775855582497321
452,17.193847355304726
453,21.046047004784484
454,18.689744519985652
455,6.5285014344682395
456,-7.784621792431224
457,-16.78266049003446
458,-28.3327233355904
459,-25.34353725519813
460,-20.949651101604474
461,-15.454178744717126
462,-9.64313264283831
463,-7.7722346270711
464,-3.894660112327159
465,-3.0155815577238627
466,-1.1365778037556993
467,0.7424541778513287
468,3.621374391581128
469,2.501052564766752
470,-3.6183183392494414
471,-2.7387957825765454
472,-13.856170542753887
473,-13.976280165146477
474,-15.09653161743691
475,-11.218450826234033
476,-13.338257210049676
477,-16.457302744790894
478,-17.576914273623572
479,-19.69616849814662
480,-19.81668191188507
481,-17.938402056802943
482,-17.059313736134897
483,-20.177763517752965
484,-23.295603113286717
485,-22.41540231292072
486,-25.531587562886415
487,-29.6460222723953
488,-27.766358326822626
489,-30.883526341544638
490,-27.00724681702272
491,-30.12308424769978
492,-30.239113016616415
493,-31.350343106404495
494,-31.45288940483283
495,-33.52954685442697
496,-36.563188939236426
497,-38.54816632469593
498,-34.48150977532919
499,-37.19737045276662
500,-39.65476088911302
501,-41.911968559540355
502,-37.14557234134321
503,-33.980875448098175
504,-33.93609784180612
505,-33.94822711990636
506,-32.50575552617775
507,-23.11430154110738
508,-20.797066249063306
509,-15.21043752417728
510,-9.656128191856922
511,0.7930904236477119
512,4.9705935244439985
513,13.748050005729496
514,16.837860253135005
515,29.604734588720618
516,33.47560203180477
517,31.669607920706383
518,37.266693483396864
519,41.69610847286912
520,35.61727760888372
521,33.46714337826411
522,34.78421984509341
523,30.930706044599127
524,37.99100214725483
525,36.048774948723555
526,33.101992091836486
527,30.144213122311
528,37.1533724756012
529,41.13579108762123
530,36.097766657972414
531,36.90526056051357
532,36.364819941236384
533,39.959938905553706
534,39.55641515141432
535,35.01965319395838
536,24.357878068940337
537,16.022002755606934
538,-0.4344001765677774
539,-19.119762583797467
540,-27.0705977429634
541,-27.493232500441678
542,-25.025208449334656
543,-22.379796869789573
544,-20.53201888038808
545,-13.658216272571252
546,-3.780610965347819
547,-4.901114047980684
548,0.9777764645372145
549,1.8571406182991268
550,5.736289812597732
551,10.615359888543566
552,14.494293968148185
553,19.36852491419853
554,28.161280820928596
555,36.28799998175063
556,38.994586785692775
557,32.6186162824323
558,17.967746833000604
559,-6.395097162945234
560,-27.78447933951628
561,-35.34114669545619
562,-35.432923406227644
563,-33.470636423648386
564,-30.893314502881424
565,-29.219422576556724
566,-23.534383266733244
567,-19.847477791378708
568,-15.16036731126934
569,-13.472971779149475
570,-13.785461161167518
571,-9.098158012079693
572,-7.410711466131545
573,0.27663401294876167
574,4.9640856824605635
575,11.651546943335234
576,12.33905257799006
577,12.026563307847823
578,8.714090799107566
579,10.401589902657804
580,13.089086187218982
581,17.77657958432053
582,18.464087351333262
583,16.151603371515307
584,12.839124482585817
585,13.526631213895087
586,11.214150039479136
587,13.901648662246146
588,16.589149841691096
589,18.276655240754963
590,16.964168048220188
591,14.651684070302679
592,19.339182036529337
593,20.026690448084423
594,19.714200772551067
595,17.4017152035953
596,19.089221433084276
597,15.77673839227623
598,10.464264958117496
599,8.151784508753565
600,9.839286262599785
601,6.526811315075179
602,4.214334564239493
603,-2.0980997819326035
604,-6.410528836989954
605,-11.722893003446416
606,-19.034517219511145
607,-23.322428173229298
608,-33.92801645540146
609,-35.901190247784314
610,-15.485774352887546
611,21.516981628395854
612,35.856363358510805
613,36.51187251077221
614,31.973554317735392
615,27.897119410756602
616,28.778703690951943
617,25.65867468760831
618,23.53835998298166
619,23.417852783466316
620,18.29765416927907
621,17.17717858340737
622,15.056732927082265
623,14.936198637354892
624,13.81570126865833
625,11.695233937650983
626,9.574758312370165
627,9.454218721657128
628,10.333649447719779
629,8.213167612745252
630,7.09265535133045
631,4.972169382010918
632,3.8516553696613585
633,3.731113899232099
634,-1.3892773389065098
635,-1.5098185084867453
636,-6.630161676068411
637,-6.750702645006527
638,-8.871141093577734
639,-11.991493421847167
640,-12.11203150230429
641,-12.232401457277177
642,-19.34341752266573
643,-24.205758581254912
644,-39.502884278397545
645,-25.53445717416662
646,3.5396393035989604
647,32.62700658099887
648,27.26812419131005
649,29.391303769652097
650,29.51115664168062
651,26.56075937566463
652,27.604215677109337
653,31.645825218867884
654,26.681239349818128
655,30.5432084666502
656,35.145789876179926
657,27.62480583447764
658,-8.538258010736442
659,-32.76005543295855
660,-30.819470793497544
661,-26.60451534512967
662,-27.75998100956042
663,-22.883553658185065
664,-21.004506783134815
665,-15.12565114081616
666,-8.246581445538567
667,2.632584453921993
668,13.511838744104523
669,25.389048568472646
670,33.16280475643305
671,41.32777341702979
672,30.64550537114664
673,-13.466810264525805
674,-41.809440745805944
675,-42.75083527104704
676,-17.90396010179967
677,-6.222410613524346
678,18.465035250129347
679,67.152540996232
680,116.84005109408304
681,151.52626704080484
682,-167.02512405972686
683,-154.52393455858441
684,-105.40417683962221
685,-44.28430916008756
686,8.835558516867195
687,64.88409965060771
688,-37.65113152547781
689,-55.61951114914075
690,-38.90571891395405
691,4.814124537665407
692,30.533968018863106
693,74.25381150006069
694,117.97365498125839
695,72.6934984624562
696,44.413341943653904
697,41.133185424851604
698,7.853028906049303
699,1.5728723872470027
700,-6.707284131555298
701,-15.987440650357712
702,-14.267597169160013
703,-10.547753687962313
704,-19.82791020675961
705,-51.10800176214843
706,-86.68689742716845
707,77.00477925347138
708,37.472647012606444
709,-8.407484851263916
710,-81.28761717172927
711,139.15286382297904
712,-79.08252162586075
713,111.52788527563229
714,46.21539819126616
715,-21.33282540380509
716,-3.325551711795754
717,-71.29383979555902
718,76.04754761719826
719,73.79812978577527
720,71.72829317241565
721,69.77753979062445
722,62.8813652204295
723,28.880408295345063
724,-17.23810781031682
725,51.63689456301893
726,49.51712539655193
727,24.399626870404575
728,20.279454553040154
729,-23.503574211279897
730,1.7616198495443882
731,-34.66587695686358
732,17.291854616835707
733,11.887756613438569
734,9.507461358320157
735,37.383120236801474
736,43.954218988854166
737,38.100034224024995
738,34.33096061001184
739,53.36528369636898
740,56.40287284032132
741,50.458533419826395
742,46.50891367415864
743,45.55434633888451
744,41.60024475903719
745,43.6428570227888
746,44.685504516945734
747,47.72724208209679
748,40.77475088797046
749,36.81955040580663
750,45.8592272475365
751,46.90192624966255
752,41.94824738055886
753,40.992503263311015
754,27.03863412306292
755,18.082589666079734
756,12.12618343479906
757,11.16965506749969
758,9.213136625182443
759,8.25660281017882
760,18.299879028332832
761,15.34340926411199
762,14.38688564343515
763,16.430300974399444
764,11.473846092804017
765,2.517379738166717
766,-4.439139684695398
767,-10.395674031530831
768,-14.352215156123158
